Date,Name,Year,Letterboxd URI
2019-10-17,Kidnapped,2010,https://letterboxd.com/film/kidnapped-2010/
2019-10-17,Born Innocent,1974,https://letterboxd.com/film/born-innocent/
2019-10-17,Chained Heat,1983,https://letterboxd.com/film/chained-heat/
2019-10-17,Roller Boogie,1979,https://letterboxd.com/film/roller-boogie/
2019-10-17,The Sporting Club,1971,https://letterboxd.com/film/the-sporting-club/
2019-10-17,"Calendar Girl, Cop, Killer? The Bambi Bembenek Story",1992,https://letterboxd.com/film/calendar-girl-cop-killer-the-bambi-bembenek-story/
2019-10-18,Black Orpheus,1959,https://letterboxd.com/film/black-orpheus/
2019-10-19,Unbelievable,2019,https://letterboxd.com/film/unbelievable-2019/
2019-10-19,Born Rich,2003,https://letterboxd.com/film/born-rich/
2019-10-23,Absolute Power,1997,https://letterboxd.com/film/absolute-power/
2019-10-25,"Out of Sight, Out of Mind",1990,https://letterboxd.com/film/out-of-sight-out-of-mind/
2019-10-26,Ask Any Buddy,2019,https://letterboxd.com/film/ask-any-buddy/
2019-10-26,Miller's Tale,2011,https://letterboxd.com/film/millers-tale/
2019-10-27,Exorcism's Daughter,1971,https://letterboxd.com/film/exorcisms-daughter/
2019-10-27,The Innocents,1961,https://letterboxd.com/film/the-innocents/
2019-10-28,The Perfume of the Lady in Black,1974,https://letterboxd.com/film/the-perfume-of-the-lady-in-black/
2019-10-29,Jack-O,1995,https://letterboxd.com/film/jack-o/
2019-10-29,Rock 'n' Roll Nightmare,1987,https://letterboxd.com/film/rock-n-roll-nightmare/
2019-10-30,Prizzi's Honor,1985,https://letterboxd.com/film/prizzis-honor/
2019-11-02,The Day After,1983,https://letterboxd.com/film/the-day-after/
2019-11-02,The Guardian,1990,https://letterboxd.com/film/the-guardian/
2019-11-02,Human Experiments,1979,https://letterboxd.com/film/human-experiments/
2019-11-02,The Hidden,1987,https://letterboxd.com/film/the-hidden/
2019-11-03,Tetsuo: The Iron Man,1989,https://letterboxd.com/film/tetsuo-the-iron-man/
2019-11-04,Chainsaw Scumfuck,1988,https://letterboxd.com/film/chainsaw-scumfuck/
2019-11-04,Home Sweet Home,1981,https://letterboxd.com/film/home-sweet-home-1981/
2019-11-05,Robot Monster,1953,https://letterboxd.com/film/robot-monster/
2019-11-06,A New Leaf,1971,https://letterboxd.com/film/a-new-leaf/
2019-11-06,Mikey and Nicky,1976,https://letterboxd.com/film/mikey-and-nicky/
2019-11-06,Dead Presidents,1995,https://letterboxd.com/film/dead-presidents/
2019-11-06,Black Lizard,1968,https://letterboxd.com/film/black-lizard-1968/
2019-11-07,Death of a Salesman,1951,https://letterboxd.com/film/death-of-a-salesman-1951/
2019-11-07,The Last of Robin Hood,2013,https://letterboxd.com/film/the-last-of-robin-hood/
2019-11-07,No One Would Tell,1996,https://letterboxd.com/film/no-one-would-tell/
2019-11-08,Crumbs,2015,https://letterboxd.com/film/crumbs/
2019-11-08,Banshee Chapter,2013,https://letterboxd.com/film/banshee-chapter/
2019-11-09,J.D.'s Revenge,1976,https://letterboxd.com/film/jds-revenge/
2019-11-09,Day of the Nightmare,1965,https://letterboxd.com/film/day-of-the-nightmare/
2019-11-09,Beyond the Seventh Door,1987,https://letterboxd.com/film/beyond-the-seventh-door/
2019-11-09,No Holds Barred,1989,https://letterboxd.com/film/no-holds-barred/
2019-11-10,Audrey Rose,1977,https://letterboxd.com/film/audrey-rose/
2019-11-11,The Day of the Dolphin,1973,https://letterboxd.com/film/the-day-of-the-dolphin/
2019-11-11,Rage,1972,https://letterboxd.com/film/rage-1972/
2019-11-11,Portrait of a Lady on Fire,2019,https://letterboxd.com/film/portrait-of-a-lady-on-fire/
2019-11-11,Blood & Donuts,1995,https://letterboxd.com/film/blood-donuts/
2019-11-11,The Last Reunion,1980,https://letterboxd.com/film/the-last-reunion/
2019-11-12,Swallow,2019,https://letterboxd.com/film/swallow-2019/
2019-11-12,When the Lights Went Out,2012,https://letterboxd.com/film/when-the-lights-went-out/
2019-11-13,Deadly Friend,1986,https://letterboxd.com/film/deadly-friend/
2019-11-14,Unedited Footage of a Bear,2014,https://letterboxd.com/film/unedited-footage-of-a-bear/
2019-11-14,"Yes, Madam",1985,https://letterboxd.com/film/yes-madam/
2019-11-14,Magic Crystal,1986,https://letterboxd.com/film/magic-crystal/
2019-11-15,Tully,2018,https://letterboxd.com/film/tully-2018/
2019-11-15,"New Year, New You",2018,https://letterboxd.com/film/new-year-new-you/
2019-11-15,Red Rock West,1993,https://letterboxd.com/film/red-rock-west/
2019-11-16,Waves,2019,https://letterboxd.com/film/waves-2019/
2019-11-17,Born in Flames,1983,https://letterboxd.com/film/born-in-flames/
2019-11-17,Decoys 2: Alien Seduction,2007,https://letterboxd.com/film/decoys-2-alien-seduction/
2019-11-18,Watch Me When I Kill,1977,https://letterboxd.com/film/watch-me-when-i-kill/
2019-11-19,A Face in the Crowd,1957,https://letterboxd.com/film/a-face-in-the-crowd/
2019-11-20,The Assignment,2016,https://letterboxd.com/film/the-assignment-2016/
2019-11-20,Recorder: The Marion Stokes Project,2019,https://letterboxd.com/film/recorder-the-marion-stokes-project/
2019-11-22,When Strangers Marry,1944,https://letterboxd.com/film/when-strangers-marry/
2019-11-23,Fur: An Imaginary Portrait of Diane Arbus,2006,https://letterboxd.com/film/fur-an-imaginary-portrait-of-diane-arbus/
2019-11-23,Damsel,2018,https://letterboxd.com/film/damsel-2018/
2019-11-23,"Lust, Caution",2007,https://letterboxd.com/film/lust-caution/
2019-11-25,HauntedWeen,1991,https://letterboxd.com/film/hauntedween/
2019-11-25,Prevenge,2016,https://letterboxd.com/film/prevenge/
2019-11-26,A Great Lamp,2019,https://letterboxd.com/film/a-great-lamp/
2019-11-26,The More Things Change,2019,https://letterboxd.com/film/the-more-things-change-2019/
2019-11-27,HyperNormalisation,2016,https://letterboxd.com/film/hypernormalisation/
2019-11-27,An Elephant Sitting Still,2018,https://letterboxd.com/film/an-elephant-sitting-still/
2019-11-27,The Burglar,1957,https://letterboxd.com/film/the-burglar/
2019-11-28,First Cow,2019,https://letterboxd.com/film/first-cow/
2019-11-28,The Sex Killer,1967,https://letterboxd.com/film/the-sex-killer/
2019-11-28,Suddenly,1954,https://letterboxd.com/film/suddenly/
2019-11-28,Force Majeure,2014,https://letterboxd.com/film/force-majeure-2014/
2019-11-30,Morvern Callar,2002,https://letterboxd.com/film/morvern-callar/
2019-12-01,Mondo Lugosi,1987,https://letterboxd.com/film/mondo-lugosi/
2019-12-01,Mondo Keyhole,1966,https://letterboxd.com/film/mondo-keyhole/
2019-12-01,Women of the World,1963,https://letterboxd.com/film/women-of-the-world/
2019-12-01,Australia After Dark,1975,https://letterboxd.com/film/australia-after-dark/
2019-12-02,The Golden Glove,2019,https://letterboxd.com/film/the-golden-glove/
2019-12-03,School's Out!,1992,https://letterboxd.com/film/schools-out/
2019-12-03,This Is America,1977,https://letterboxd.com/film/this-is-america/
2019-12-03,Valentine,2001,https://letterboxd.com/film/valentine/
2019-12-03,Mondo Elvis,1984,https://letterboxd.com/film/mondo-elvis/
2019-12-03,The Sandman,2017,https://letterboxd.com/film/the-sandman-2017/
2019-12-04,Holiday,2018,https://letterboxd.com/film/holiday-2018/
2019-12-04,Hagazussa,2017,https://letterboxd.com/film/hagazussa/
2019-12-04,Venus in Furs,1969,https://letterboxd.com/film/venus-in-furs/
2019-12-04,Two Female Spies with Flowered Panties,1978,https://letterboxd.com/film/two-female-spies-with-flowered-panties/
2019-12-05,Tenement,1985,https://letterboxd.com/film/tenement/
2019-12-05,The Watermelon Woman,1996,https://letterboxd.com/film/the-watermelon-woman/
2019-12-06,The Devil's Rain,1975,https://letterboxd.com/film/the-devils-rain/
2019-12-06,Scream for Help,1984,https://letterboxd.com/film/scream-for-help/
2019-12-07,Streets,1990,https://letterboxd.com/film/streets/
2019-12-08,Little Joe,2019,https://letterboxd.com/film/little-joe-2019/
2019-12-10,Devil Fetus,1983,https://letterboxd.com/film/devil-fetus/
2019-12-11,Prime Evil,1988,https://letterboxd.com/film/prime-evil/
2019-12-11,The Boys from Brazil,1978,https://letterboxd.com/film/the-boys-from-brazil/
2019-12-11,"To Wong Foo, Thanks for Everything! Julie Newmar",1995,https://letterboxd.com/film/to-wong-foo-thanks-for-everything-julie-newmar/
2019-12-12,And Backs Turned,1956,https://letterboxd.com/film/and-backs-turned/
2019-12-12,Cameraperson,2016,https://letterboxd.com/film/cameraperson/
2019-12-13,Lost Faith,1992,https://letterboxd.com/film/lost-faith/
2019-12-13,Fangs,1981,https://letterboxd.com/film/fangs-1981/
2019-12-13,Melancholia,2011,https://letterboxd.com/film/melancholia/
2019-12-13,The Wayward Cloud,2005,https://letterboxd.com/film/the-wayward-cloud/
2019-12-13,Journey to the West,2014,https://letterboxd.com/film/journey-to-the-west-2014/
2019-12-14,While the City Sleeps,1956,https://letterboxd.com/film/while-the-city-sleeps/
2019-12-15,"Afros, Macks & Zodiacs",1995,https://letterboxd.com/film/afros-macks-zodiacs/
2019-12-15,The Best of Sex and Violence,1981,https://letterboxd.com/film/the-best-of-sex-and-violence/
2019-12-15,The Monkey Hustle,1976,https://letterboxd.com/film/the-monkey-hustle/
2019-12-15,The Goddess,1934,https://letterboxd.com/film/the-goddess-1934/
2019-12-15,Yeti: The Giant of the 20th Century,1977,https://letterboxd.com/film/yeti-the-giant-of-the-20th-century/
2019-12-15,Antrum,2018,https://letterboxd.com/film/antrum/
2019-12-16,Santa Claws,1996,https://letterboxd.com/film/santa-claws/
2019-12-16,Beyond the Door III,1989,https://letterboxd.com/film/beyond-the-door-iii/
2019-12-16,Iced,1988,https://letterboxd.com/film/iced/
2019-12-16,Cyclone,1978,https://letterboxd.com/film/cyclone/
2019-12-18,Donato and Daughter,1993,https://letterboxd.com/film/donato-and-daughter/
2019-12-19,Fragment of an Empire,1929,https://letterboxd.com/film/fragment-of-an-empire/
2019-12-19,The Pretender,1947,https://letterboxd.com/film/the-pretender/
2019-12-19,Medium Cool,1969,https://letterboxd.com/film/medium-cool/
2019-12-20,The Woman in the Window,2020,https://letterboxd.com/film/the-woman-in-the-window-2020/
2019-12-22,Blue Steel,1990,https://letterboxd.com/film/blue-steel-1990/
2019-12-23,Dad Made Dirty Movies,2012,https://letterboxd.com/film/dad-made-dirty-movies/
2019-12-25,They Saved Hitler's Brain,1968,https://letterboxd.com/film/they-saved-hitlers-brain/
2019-12-25,I Never Promised You a Rose Garden,1977,https://letterboxd.com/film/i-never-promised-you-a-rose-garden/
2019-12-27,Gang Boys,1994,https://letterboxd.com/film/gang-boys/
2019-12-27,The Art of Dying,1991,https://letterboxd.com/film/the-art-of-dying-1991/
2019-12-27,Sorceress,1995,https://letterboxd.com/film/sorceress-1995/
2019-12-28,Sex Rituals of the Occult,1970,https://letterboxd.com/film/sex-rituals-of-the-occult/
2019-12-28,Marfa Girl,2012,https://letterboxd.com/film/marfa-girl/
2019-12-28,Lady Bird,2017,https://letterboxd.com/film/lady-bird/
2019-12-28,Promising Young Woman,2020,https://letterboxd.com/film/promising-young-woman/
2019-12-29,Who Took Johnny,2014,https://letterboxd.com/film/who-took-johnny/
2019-12-29,Concussion,2013,https://letterboxd.com/film/concussion/
2019-12-29,Not Wanted,1949,https://letterboxd.com/film/not-wanted/
2019-12-29,Messiah of Evil,1973,https://letterboxd.com/film/messiah-of-evil/
2019-12-29,Juvenile Liaison,1976,https://letterboxd.com/film/juvenile-liaison/
2019-12-29,The Being,1983,https://letterboxd.com/film/the-being/
2019-12-29,A Girl Like Me: The Gwen Araujo Story,2006,https://letterboxd.com/film/a-girl-like-me-the-gwen-araujo-story/
2019-12-29,Stonewall Uprising,2010,https://letterboxd.com/film/stonewall-uprising/
2019-12-29,The Dark Side of Tomorrow,1970,https://letterboxd.com/film/the-dark-side-of-tomorrow/
2019-12-29,House on Bare Mountain,1962,https://letterboxd.com/film/house-on-bare-mountain/
2019-12-29,Love Camp 7,1969,https://letterboxd.com/film/love-camp-7/
2019-12-29,White Angel… Black Angel,1970,https://letterboxd.com/film/white-angel-black-angel/
2019-12-29,The Scavengers,1969,https://letterboxd.com/film/the-scavengers-1969/
2019-12-29,Hollywood Babylon,1972,https://letterboxd.com/film/hollywood-babylon/
2019-12-30,The Pick-Up,1968,https://letterboxd.com/film/the-pick-up/
2019-12-30,Haunts,1977,https://letterboxd.com/film/haunts/
2019-12-30,"It's Called Murder, Baby",1983,https://letterboxd.com/film/its-called-murder-baby-1983/
2019-12-31,Hard to Be a God,2013,https://letterboxd.com/film/hard-to-be-a-god/
2020-01-01,Guns,1990,https://letterboxd.com/film/guns/
2020-01-02,Itsy Bitsy Teeny Weeny,2017,https://letterboxd.com/film/itsy-bitsy-teeny-weeny/
